tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
570197979820224512,negative,1.0,Customer Service Issue,0.6782,Southwest,,kaugie01,nan,0,"After multiple attempts, I was finally able to submit htem Late Flight last night.",,2015-02-24 04:26:06,Kansas City area,Mountain Time (US & Canada)
570195827341312000,negative,1.0,Cancelled Flight,1.0,Southwest,,duneshadow,nan,0,"up at 4AM and arrive to find it already Cancelled Flighted. No options so miss my meeting. You might ""know"" but don't show it.",,2015-02-24 04:17:33,"Minneapolis, MN",Central Time (US & Canada)
570195784358100993,neutral,0.6563,,0.0,Southwest,,davidgoodson71,nan,0,it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.,,2015-02-24 04:17:23,,
570192105752039427,negative,0.6442,Can't Tell,0.6442,Southwest,,emayteeteej,nan,0,darn! I bought it on the wrong device! No way to switch I'm sure?,,2015-02-24 04:02:46,"Hopatcong, NJ",
570190092213465089,neutral,1.0,,,Southwest,,emayteeteej,nan,0,"quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip",,2015-02-24 03:54:46,"Hopatcong, NJ",
570187432815013888,positive,0.6799,,,Southwest,,PhoenixThis,nan,0,cool shot of the moon and one of your fleet,,2015-02-24 03:44:12,the World is my Country,Central Time (US & Canada)
570183297759752192,neutral,1.0,,,Southwest,,OBruce135,nan,0,"Hello SWA, Who is your POC for partnerships with nonprofit organizations in BWI area?",,2015-02-24 03:27:46,,
570103012380667904,negative,1.0,Lost Luggage,1.0,Southwest,,amymiller305,nan,0,hey remember that time you lost my husbands bags? I do. #filmjobnoequipment #nowarmclohtes,,2015-02-23 22:08:44,South Florida ,
570100409009770497,positive,1.0,,,Southwest,,JohnRDalton,nan,0,Looking forward to flying once again with #SWA on Friday! the #LUV airline. #DTW #MDW #TUS,"[0.0, 0.0]",2015-02-23 21:58:24,"Detroit, Michigan",
570098324172206080,positive,1.0,,,Southwest,,hte_Playmaker20,nan,0,I love this airline so much! Thanks so much! the service is great! the snacks are amazing! Everything is outstanding thanks!!,,2015-02-23 21:50:07,,
570097607478874112,negative,1.0,Lost Luggage,0.672,Southwest,,amymiller305,nan,0,you need to redeem yourself. I lost respect for you tonight #lostbags #filmjobnoequipment,,2015-02-23 21:47:16,South Florida ,
570091771675348992,negative,1.0,Lost Luggage,1.0,Southwest,,amymiller305,nan,0,way to fuck up and lose bags. My husband has no warm clohtes and no equipment. #youdidit #notcool,,2015-02-23 21:24:04,South Florida ,
570089091276128258,neutral,0.3569,,0.0,Southwest,,LaRoseKayla,nan,1,"you should have assigned seating, because now my cousin & I probably can't sit togehter on our flight tomorrow.. Thanks.",,2015-02-23 21:13:25,,
570087941277495296,negative,1.0,Bad Flight,0.6565,Southwest,,___hte___,nan,0,wifi stays connected about the lifetime of a higgs boson,,2015-02-23 21:08:51,la,Pacific Time (US & Canada)
570084122636365825,neutral,1.0,,,Southwest,,lcpnn,nan,0,forget wedding fairs. How about discounts for nonprofits? We donate part of our worth every single day,,2015-02-23 20:53:41,California,Alaska
570076476252356608,negative,0.6703,Customer Service Issue,0.6703,Southwest,,TravelDean,nan,0,When will your phone agents be able to give the correct departure times for CUN? When can we checkin online for international?,,2015-02-23 20:23:18,,
570076113453518848,negative,0.6940000000000001,Late Flight,0.355,Southwest,,GabyOlya,nan,0,making me miss #hteBachelor right now #wah,,2015-02-23 20:21:51,"Los Angeles, CA",Pacific Time (US & Canada)
570076090917650432,neutral,0.6382,,,Southwest,,racingchic247,nan,0,Please lower my plane flight by like $100 bucks!! Thanks~ #FloridaVacation,,2015-02-23 20:21:46,"Moultonborough, NH",Quito
570073365265944576,positive,1.0,,,Southwest,,john_heltemes,nan,0,had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer,,2015-02-23 20:10:56,,
570070880983711744,negative,1.0,Can't Tell,0.6702,Southwest,,hteRandyHarbin,nan,0,we can let #bags flutter because we charge travelers that had to change dates #fullprice and we don't let htem travel,,2015-02-23 20:01:04,Kansas City MO,Central Time (US & Canada)
570070659130220544,positive,1.0,,,Southwest,,EDWINKONSEPT,nan,0,on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors,,2015-02-23 20:00:11,"Logan Square, Chi / Austin, TX",Pacific Time (US & Canada)
570068976778153984,positive,0.6744,,0.0,Southwest,,ShomanWright,nan,0,the Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!,,2015-02-23 19:53:30,Tennessee,
570066487056027650,neutral,0.6515,,0.0,Southwest,,DaveyGrand,nan,0,should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2,,2015-02-23 19:43:36,Canada/US,
570066283233972224,positive,0.9657,,0.0,Southwest,positive,magmum03,nan,0,What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks!,,2015-02-23 19:42:47,ny,
570065297568194560,negative,1.0,Customer Service Issue,0.6514,Southwest,,hteRandyHarbin,nan,0,won't let me send a DM because they don't follow me.. #lovedflyingwithhtem #notanymore #wrong #badpolicy,,2015-02-23 19:38:52,Kansas City MO,Central Time (US & Canada)
570064381410734080,neutral,1.0,,,Southwest,,MastoBabii,nan,0,reference #: 261093929756,,2015-02-23 19:35:14,,
570062210640322560,negative,0.3499,Can't Tell,0.3499,Southwest,,sammyboy405,nan,0,your welcome. It was the thoughts of nearly the entire plane.,,2015-02-23 19:26:36,"Mustang, Oklahoma",
570062116096331776,neutral,1.0,,,Southwest,,Sez_Nez,nan,0,Do you know the reason flight #336 from Dallas to Midland was diverted to Lubbock? Was suppose to be direct to Midland.,,2015-02-23 19:26:14,DFW,Central Time (US & Canada)
570061334898872321,positive,1.0,,,Southwest,,mjb1994,nan,0,"in flight wifi + wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D",,2015-02-23 19:23:08,California,Pacific Time (US & Canada)
570059574268469248,negative,1.0,Can't Tell,0.6622,Southwest,,hteRandyHarbin,nan,0,has become like every ohter airline #crooked I can't believe they are taking over $500 #shouldwearmasks #shocked,,2015-02-23 19:16:08,Kansas City MO,Central Time (US & Canada)
570059381284302848,negative,1.0,Late Flight,1.0,Southwest,,itshosey,nan,0,here is my conf #F8NEQM. My flight was delayed for 3 hours while my friend waited for me on her bday. Please follow up.,,2015-02-23 19:15:22,Los Angeles,Arizona
570058699676520448,negative,1.0,Customer Service Issue,1.0,Southwest,,jenmedbery,nan,0,Twitter cust svc rule 1 Dont say IF we fell short. I just told u u did! #2 If u cant solve problem don't say anything at all!,,2015-02-23 19:12:39,"New Orleans, LA, USA",Central Time (US & Canada)
570056874583654402,negative,1.0,Customer Service Issue,1.0,Southwest,,kelios,nan,0,"disappointed in the 'service' I've received. Checked in online, checked my my flight status online, CHECKED IN AT the AIRPORT",,2015-02-23 19:05:24,,Central Time (US & Canada)
570054105789550592,positive,1.0,,,Southwest,,funksway,nan,0,great day in the air.,,2015-02-23 18:54:24,"Panama City, Florida",Central Time (US & Canada)
570053736950685696,positive,0.6594,,,Southwest,,Q2wo,nan,0,thanks!,,2015-02-23 18:52:56,,Pacific Time (US & Canada)
570053254836416512,positive,1.0,,,Southwest,,mgkboone,nan,0,"Thanks for two smooth, safe and fast flights! #Boston #Houston #LUVSWA",,2015-02-23 18:51:01,"Houston, TX",
570052879643381760,positive,1.0,,,Southwest,,yrbkmiketaylor,nan,0,/I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest,,2015-02-23 18:49:32,Whereever Yearbooks Are Born,Central Time (US & Canada)
570051666386374657,neutral,0.6273,,,Southwest,,delshaffer,nan,0,"See you in ATL! : Congrats to our #DestinationDragons winners! Ready, Atlanta?",,2015-02-23 18:44:42,"Charleston, SC",Eastern Time (US & Canada)
570050691173101568,neutral,1.0,,,Southwest,,maximusKP,nan,0,if I am enrolled in the ATL companion pass offer and booked 3 flights already before May 17 when can I start using the pass?,,2015-02-23 18:40:50,ATL,Eastern Time (US & Canada)
570050402294636544,negative,1.0,Customer Service Issue,1.0,Southwest,,jenmedbery,nan,0,"very disappointed in your customer service right now. definitely not feeling the luv. what's worse, 2nd time this winter.",,2015-02-23 18:39:41,"New Orleans, LA, USA",Central Time (US & Canada)
570049195446444033,neutral,0.6504,,,Southwest,,Jgrozalsky,nan,0,will do - if you follow back I can DM that info,,2015-02-23 18:34:53,Boston,Eastern Time (US & Canada)
570046710870728704,positive,1.0,,,Southwest,,smokinjimz,nan,0,"Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!",,2015-02-23 18:25:01,"Waterford, MI",
570044516318748672,negative,0.7104,Damaged Luggage,0.7104,Southwest,,YALibLinds,nan,0,Kudos to bag handler at DTW gate 21 at 7:10 pm. Ran to keep bags from hitting ground in 9 degree temp!,,2015-02-23 18:16:18,"Houston, TX",
570042186399657984,positive,1.0,,,Southwest,,sillyredn3k,nan,0,crew on flight 206 is awesome! Tell htem I sent this tweet and maybe they will give me free wifi... #canthurtasking,,2015-02-23 18:07:02,Washington D.C. / Norhtern VA,
570041591714455552,positive,1.0,,,Southwest,,Aubrey__Cyr,nan,0,thankyou :)),,2015-02-23 18:04:40,CT,
570040162840907776,neutral,0.6696,,0.0,Southwest,,Aubrey__Cyr,nan,0,how much is ur wifi fam,,2015-02-23 17:59:00,CT,
570035287679590400,neutral,0.6664,,0.0,Southwest,,MauLoaIkaika73,nan,0,I tried. It's okay,,2015-02-23 17:39:37,,Pacific Time (US & Canada)
570035207316885505,positive,1.0,,,Southwest,,NathanMichael07,nan,0,happy to enter your sweepstakes again #nutsaboutsouthwest,,2015-02-23 17:39:18,NE Ohio,Eastern Time (US & Canada)
570034833633767424,positive,1.0,,,Southwest,,Btrap897,nan,0,thanks for the great customer service today!,,2015-02-23 17:37:49,,Eastern Time (US & Canada)
570034397153398784,neutral,0.647,,,Southwest,,NikkiDan96,nan,0,is the vinyl part of the prize too?,,2015-02-23 17:36:05,,
570034301774884865,positive,1.0,,,Southwest,,NikkiDan96,nan,0,beyond ready,,2015-02-23 17:35:42,,
570032949992800256,negative,1.0,Lost Luggage,1.0,Southwest,,HDsportsguy,nan,0,"when I called I was told my bag had made it to PHL, but still has not been delivered or any call from the delivery service",,2015-02-23 17:30:20,,
570032300265578496,neutral,0.6944,,,Southwest,,enigma2a,nan,0,Looks like brooding skies out of ONT this evening.,,2015-02-23 17:27:45,"Vancouver, WA",Quito
570032108447494144,neutral,0.6404,,,Southwest,,mcgheelane,nan,0,No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip,"[39.64617884, -94.31618144]",2015-02-23 17:26:59,,
570031211336368128,positive,1.0,,,Southwest,,Pisces37inDC,nan,0,is my favorite airlines. I've never had issues with htem. Plus htere crew is entertaining.,,2015-02-23 17:23:26,Somewhere mind in my business,Eastern Time (US & Canada)
570027786053636096,negative,1.0,Customer Service Issue,1.0,Southwest,,subzero4534,nan,0,Should be a way to give voice to customers who pay for services that are not satisfactorily delivered. #justsayin,,2015-02-23 17:09:49,Brooklyn NY,Central Time (US & Canada)
570024300905783296,positive,1.0,,,Southwest,,maitreyibandla1,nan,0,your flight attendants are really funny!! the sass is giving me life!!!,,2015-02-23 16:55:58,,
570021128032407552,negative,1.0,Customer Service Issue,0.6526,Southwest,,Drewscifer,nan,0,I am genuinely surprised you all don't upgrade people when you Cancelled Flight hteir flights or at least put htem in a comparable spot,,2015-02-23 16:43:22,Washington DC,Eastern Time (US & Canada)
570017987349995521,positive,0.7047,,,Southwest,,_missjoannalee,nan,0,following. Thank you.,"[37.6177248, -122.3913514]",2015-02-23 16:30:53,Canada,Pacific Time (US & Canada)
570017357747380224,negative,1.0,Customer Service Issue,1.0,Southwest,,EllenMalloy,nan,0,would someone please DM me the customer relations number. the website has only customer service.,,2015-02-23 16:28:23,Chicago,
570014884651380736,negative,1.0,Customer Service Issue,1.0,Southwest,,RoaminTwin,nan,0,: This is the second time in a row I haven't received text updates about flight time change. Don't offer if you won't use it,,2015-02-23 16:18:33,,Central Time (US & Canada)
570014685166219264,negative,1.0,Cancelled Flight,1.0,Southwest,,Drewscifer,nan,0,you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200 for business class? Stay classy,,2015-02-23 16:17:45,Washington DC,Eastern Time (US & Canada)
570014474993688576,negative,1.0,Cancelled Flight,0.6447,Southwest,,_missjoannalee,nan,0,hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed,"[37.6170841, -122.3877223]",2015-02-23 16:16:55,Canada,Pacific Time (US & Canada)
570013108070014976,negative,0.66,Customer Service Issue,0.3529,Southwest,,JamesRoseFox4,nan,0,Taylor. U gotta love SWA responsiveness at the least huh?,,2015-02-23 16:11:29,Dallas Fort Worth,Hawaii
570012094570958850,positive,1.0,,,Southwest,,MauLoaIkaika73,nan,0,It's all good. Thanks!,,2015-02-23 16:07:28,,Pacific Time (US & Canada)
570011378091753472,positive,0.6842,,,Southwest,,JReneeX0X0,nan,0,Thank you :),,2015-02-23 16:04:37,Around...,Eastern Time (US & Canada)
570010703391825920,negative,1.0,Late Flight,0.3673,Southwest,,cwolicki,nan,0,NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight,,2015-02-23 16:01:56,Boston,Eastern Time (US & Canada)
570009897846374400,negative,0.3519,Can't Tell,0.3519,Southwest,,amyflenard,nan,0,"oh, ok! all good! looking forward to escaping the cold for a bit! thanks!",,2015-02-23 15:58:44,"darien, il",Central Time (US & Canada)
570009576273154048,negative,1.0,Bad Flight,0.3498,Southwest,,ZulaPT,nan,0,wifi is so slow! What is the point having one if can't get on the Internet?! Ugh...,,2015-02-23 15:57:27,Carlsbad | CA,
570009252426883072,neutral,1.0,,,Southwest,,vchhith,nan,0,I have a few questions about flying with my Maltese puppy. Can you DM me?,,2015-02-23 15:56:10,California/Maryland,Eastern Time (US & Canada)
570009135519035392,neutral,0.7273,,0.0,Southwest,,JReneeX0X0,nan,0,any word when the customer relations department will open back up?,,2015-02-23 15:55:42,Around...,Eastern Time (US & Canada)
570008817414639616,neutral,0.675,,,Southwest,,amyflenard,nan,0,can you tell me if flight 805 from MDW-FLL tomorrow (2/24) is at full capacity? i'm hoping for a little bit of extra room!,,2015-02-23 15:54:26,"darien, il",Central Time (US & Canada)
570008612426289153,neutral,0.6774,,,Southwest,,FowlerDebra,nan,0,Just left htere Friday!,,2015-02-23 15:53:38,,
570007457055055873,positive,1.0,,,Southwest,,mkaynee,nan,0,oh no worries. Just have never seen that before until today. I meanit is a great card,,2015-02-23 15:49:02,,Central Time (US & Canada)
570005561338503170,positive,1.0,,,Southwest,,m_panda_bear,nan,0,Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :),,2015-02-23 15:41:30,+ Las Vegas +,
570003111772692480,positive,1.0,,,Southwest,,ThWrex,nan,0,Flight 1700. (PHX TO LAX) Wheels stop. Glad to be home! Thanks to the professionals both up front and in the cabin!!!,,2015-02-23 15:31:46,Near Los Angeles CA,
570000618707746816,positive,0.35,,0.0,Southwest,,fromhteleftseat,nan,0,eyes next steps for improving #inflight #Wifi - Runway Girl,,2015-02-23 15:21:52,Phoenix AZ,Arizona
569998842579566592,neutral,0.6809,,,Southwest,,sick_beat_swift,nan,0,Could you maybe hook ( ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN & would really love to go,,2015-02-23 15:14:48,,
569998122241232896,negative,1.0,Late Flight,0.6771,Southwest,,DrewDepo,nan,0,hasn't evennotified us that hteflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable,,2015-02-23 15:11:57,KCMO,
569998043761803264,negative,1.0,Customer Service Issue,1.0,Southwest,,toddntucker,nan,0,"can tweet through the weekend/ bad weahter, but closes down customer relations center to process refunds for Cancelled Flighted flights.",,2015-02-23 15:11:38,"Washington, DC",Eastern Time (US & Canada)
569996707443970048,negative,1.0,Cancelled Flight,1.0,Southwest,,cammj14,nan,1,stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!,,2015-02-23 15:06:19,,Central Time (US & Canada)
569996423074160640,positive,1.0,,,Southwest,,trselbrede,nan,0,"2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weahter Cancelled Flight day b4, it was welcome",,2015-02-23 15:05:11,,
569995730951147523,negative,0.6437,Can't Tell,0.3319,Southwest,,djplays,nan,0,been all up and down the area where the pic was taken and don't see any albums.,,2015-02-23 15:02:26,,
569995536545091584,neutral,0.6609999999999999,,0.0,Southwest,,davidgoodson71,nan,0,I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can,,2015-02-23 15:01:40,,
569995514558550016,positive,1.0,,,Southwest,,itspr1,nan,0,Thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.,,2015-02-23 15:01:35,,Pacific Time (US & Canada)
569995418370646016,negative,1.0,Bad Flight,0.3674,Southwest,,momfluential,nan,0,my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?,,2015-02-23 15:01:12,Souhtern California,Pacific Time (US & Canada)
569995235608137728,neutral,1.0,,,Southwest,,markjohnson319,nan,0,opened online applications for Fall 2015 intern positions throughout the company. Apply via,,2015-02-23 15:00:28,"Dallas, TX",
569994437390020608,neutral,0.6804,,0.0,Southwest,,davidgoodson71,nan,0,honesty should always be the policy,,2015-02-23 14:57:18,,
569994045205803009,positive,0.7047,,0.0,Southwest,,itspr1,nan,0,thanks for the quick response. Should I call daily it wait the 5 days.,,2015-02-23 14:55:45,,Pacific Time (US & Canada)
569993437690245120,neutral,1.0,,,Southwest,,MinderJoan,nan,0,I knew I was correct!,,2015-02-23 14:53:20,,Eastern Time (US & Canada)
569993176636739584,neutral,1.0,,,Southwest,,firefighter89,nan,0,"briughy me to , #AIF2015 & so much more with the #agcommunity",,2015-02-23 14:52:17,Nebraska,Central Time (US & Canada)
569992825997279232,neutral,1.0,,,Southwest,,SharArnold,nan,0,any deals to orlando in April/may??,"[41.52066893, -81.21118788]",2015-02-23 14:50:54,,
569990034444689408,neutral,0.6838,,,Southwest,,UpShootHort,nan,0,#magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening,,2015-02-23 14:39:48,"Madison, OH",Pacific Time (US & Canada)
569989812637167617,neutral,0.6874,,,Southwest,,HanlonBrohters,nan,0,New marketing song? let us know what you think?,,2015-02-23 14:38:55,"Gold Coast, Australia",Brisbane
569989340052344832,negative,1.0,Late Flight,1.0,Southwest,,DrewDepo,nan,0,"prove it, Cuz the southwest people here don't even know why it's behind schedule.",,2015-02-23 14:37:03,KCMO,
569989168903819264,positive,1.0,,,Southwest,,WalterFaddoul,nan,0,seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!,,2015-02-23 14:36:22,"Indianapolis, Indiana; USA",Central Time (US & Canada)
569989082719358976,negative,1.0,Lost Luggage,1.0,Southwest,,brookardi,nan,0,u were bae until u lost both of my bags and had no clue where they were or what happened to htem for 36 hours :/,,2015-02-23 14:36:01,,Quito
569989039874404352,negative,1.0,Late Flight,1.0,Southwest,,DrewDepo,nan,0,prove it,,2015-02-23 14:35:51,KCMO,
569989007532142592,positive,1.0,,,Southwest,,WalterFaddoul,nan,0,Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,,2015-02-23 14:35:43,"Indianapolis, Indiana; USA",Central Time (US & Canada)
569988842335244289,positive,1.0,,,Southwest,,WalterFaddoul,nan,0,Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations,,2015-02-23 14:35:04,"Indianapolis, Indiana; USA",Central Time (US & Canada)
569987277734207488,positive,1.0,,,Southwest,,brian_willie,nan,0,"it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa",,2015-02-23 14:28:51,"Franklin, TN",Eastern Time (US & Canada)
569986783024431105,negative,1.0,Bad Flight,0.3429999999999999,Southwest,,simpsonVT,nan,1,thinks that a $100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from. Really?,,2015-02-23 14:26:53,"Kensington, MD",Eastern Time (US & Canada)
569984682873352192,positive,1.0,,,Southwest,,royvergara,nan,0,Never got to the strip that fast before. Stoked for special show tonight! Thx again !,,2015-02-23 14:18:32,"Las Vegas, NV",Pacific Time (US & Canada)
569984437720453121,negative,0.6959,Can't Tell,0.3693,Southwest,,goodchrism,nan,0,the problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.,,2015-02-23 14:17:34,"Boston, MA",Eastern Time (US & Canada)
569983511609757696,neutral,0.6634,,0.0,Southwest,,djplays,nan,0,no fare giving out clues. In route now.,,2015-02-23 14:13:53,,
569983469930967040,positive,0.6481,,,Southwest,,steph82nichole,nan,0,telling my Fam in Vegas now. :),,2015-02-23 14:13:43,California,
569982023667838979,neutral,1.0,,,Southwest,,Soldier_Gomez,nan,0,How many tickets are left?,,2015-02-23 14:07:58,Las Vegas,Arizona
569981679806365697,positive,0.6413,,,Southwest,,NikkiDan96,nan,0,Thank you!,,2015-02-23 14:06:36,,
569980827209207809,negative,0.6641,Can't Tell,0.6641,Southwest,,ProfessorpaUL15,nan,0,- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -,,2015-02-23 14:03:13,,Atlantic Time (Canada)
569980269379358720,negative,0.622,Can't Tell,0.3179,Southwest,,NikkiDan96,nan,0,do htese scavenger hunt locations have anything in common because I'm playing detective trying to figure out the one for ATL.,,2015-02-23 14:01:00,,
569980137346707456,neutral,0.6774,,0.0,Southwest,,Soldier_Gomez,nan,0,Why do you have to be 18,,2015-02-23 14:00:29,Las Vegas,Arizona
569978876861902848,negative,1.0,Late Flight,1.0,Southwest,,portal_narlish,nan,0,"ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver htem? Insult to injury.",,2015-02-23 13:55:28,"San Francisco, CA",
569978748780421121,positive,0.6718,,0.0,Southwest,,SportsDiva84,nan,0,"What can we do to bring you back to Jackson, MS?! We miss you terribly around here. htese ohter airlines are horrible!!",,2015-02-23 13:54:58,,Eastern Time (US & Canada)
569978197284130817,neutral,0.6907,,0.0,Southwest,,jlivingood,nan,0,Any idea why TSA Pre-Check isn't showing for my next flight tomorrow? the number is in my profile...,,2015-02-23 13:52:46,"Philadelphia, PA",Eastern Time (US & Canada)
569977907222880256,positive,0.6591,,,Southwest,,Pushmyn,nan,0,3 hours and 80 degree difference. Yes please!! MHT TO MCO,,2015-02-23 13:51:37,"Littleton, NH",Eastern Time (US & Canada)
569977857755234304,negative,0.7053,Can't Tell,0.7053,Southwest,,rcymozart,nan,0,"sent. looking for that functionality in your app, though. should be a one click action.",,2015-02-23 13:51:25,"Redlands, CA",Pacific Time (US & Canada)
569977819389800448,neutral,0.6832,,,Southwest,,royvergara,nan,0,still htere? I was posted up in Downtown waiting for y'all. On my way!,,2015-02-23 13:51:16,"Las Vegas, NV",Pacific Time (US & Canada)
569977223198822400,negative,0.6888,Can't Tell,0.3479,Southwest,,seezulu,nan,0,"like kelsey said, really bad spot for locals. Do you know how long it takes to find parking hten walking over to the bellagio?",,2015-02-23 13:48:54,,
569977129728749568,neutral,0.6718,,0.0,Southwest,,TGIAIMO,nan,0,are 5 people htere?,,2015-02-23 13:48:32,,Quito
569976622054395904,positive,1.0,,,Southwest,,MinderJoan,nan,0,looks like Bellagio to me! Good luck people! See you at the show at Vinyl,,2015-02-23 13:46:31,,Eastern Time (US & Canada)
569976246135697408,neutral,0.6804,,,Southwest,,itsangieohyeah,nan,0,": Congrats to htese fans who are seeing #DestinationDragons in L.A.! SLC, you're next! Thanks again SW",,2015-02-23 13:45:01,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
569976092359917568,positive,0.7026,,,Southwest,,MauLoaIkaika73,nan,0,Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is!,,2015-02-23 13:44:24,,Pacific Time (US & Canada)
569976030603059200,positive,1.0,,,Southwest,,Karlyle_Tomms,nan,0,Love Southwest. You guys have been good to me!,,2015-02-23 13:44:09,Ozarks,Central Time (US & Canada)
569975684476641280,negative,0.6253,Can't Tell,0.3227,Southwest,,suzyyogi,nan,0,how about #destinationdragon tix for tonite for the inconvenience since I am not htere to play scavenger hunt?,,2015-02-23 13:42:47,suburbs of Pittsburgh....,Quito
569975349750079488,neutral,0.6832,,0.0,Southwest,,MauLoaIkaika73,nan,0,"Dang, if only practice was an hour Late Flightr today...",,2015-02-23 13:41:27,,Pacific Time (US & Canada)
569975155964772352,neutral,0.6316,,0.0,Southwest,,seezulu,nan,0,"that was supposed to say ""boo"" not book. booo.",,2015-02-23 13:40:41,,
569975032127967232,neutral,1.0,,,Southwest,,pammpeterson,nan,0,#Vegas I was htere 5 days ago. Miss the Warm Weahter,,2015-02-23 13:40:11,,Quito
569975026239164416,positive,0.6676,,0.0,Southwest,,KatePatay,nan,0,Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givehtemraises,"[39.50503682, -119.77382751]",2015-02-23 13:40:10,"Reno, NV",Alaska
569974833418600449,negative,1.0,Late Flight,1.0,Southwest,,lajollamom,nan,0,right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?,"[32.73154946, -117.19636508]",2015-02-23 13:39:24,"La Jolla, CA ",Pacific Time (US & Canada)
569974710915571712,positive,0.677,,0.0,Southwest,,seezulu,nan,0,really easy for locals to get down to the strip. book.,,2015-02-23 13:38:55,,
569974656653877248,neutral,0.7014,,,Southwest,,MelRiaCarLite,nan,0,: grrrrrr I need a flight htere first! Maybe for my bday next month...,,2015-02-23 13:38:42,,
569971949440524288,positive,0.6465,,,Southwest,,zupshawrl,nan,0,LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#felthtelove,,2015-02-23 13:27:56,,
569971775011999744,neutral,0.6637,,0.0,Southwest,,rcymozart,nan,0,"is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it.",,2015-02-23 13:27:15,"Redlands, CA",Pacific Time (US & Canada)
569971526876962819,neutral,0.6661,,0.0,Southwest,,Hustleran,nan,0,I sent a email to customer relations and I will be calling tomorrow.,,2015-02-23 13:26:16,,
569971070394101763,neutral,1.0,,,Southwest,,mar_morine,nan,0,how do get priority seating after you already paid for the flight,,2015-02-23 13:24:27,Philadelphia PA ,Quito
569970865607090176,negative,1.0,Can't Tell,0.3506,Southwest,,CravenMorhead,nan,0,10+ people pre boarded Only 1 needed a wheel chair off the plane... Was NOT the case boarding,,2015-02-23 13:23:38,,Mountain Time (US & Canada)
569970729237782528,neutral,1.0,,,Southwest,,djwrapcity,nan,0,Is it possible to add companion to only the 2nd leg of a trip?,,2015-02-23 13:23:06,Chicago,Central Time (US & Canada)
569970324810240000,positive,1.0,,,Southwest,,neens_5,nan,0,best airline,,2015-02-23 13:21:29,,
569969877286461440,positive,0.6912,,0.0,Southwest,,levijunkert,nan,0,#netneutrality Nice to see you prioritize Internet traffic to your own streaming service over ohter web sites!,,2015-02-23 13:19:42,"San Francisco, CA",Mountain Time (US & Canada)
569969833254764544,negative,1.0,Customer Service Issue,0.6514,Southwest,,Hustleran,nan,0,Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!,,2015-02-23 13:19:32,,
569968411561701378,neutral,1.0,,,Southwest,,snwrdr30,nan,0,Norhtern California coast,,2015-02-23 13:13:53,,
